Title,Link,Date,Views,File_name,Label
ชี้ชะตา ยิ่งลักษณ์ ชินวัตร คดีถอดถอนอยู่หรือไป,https://www.sanook.com/news/1736009/,23 ม.ค. 58,"79,511",การเมือง_867.txt,การเมือง
นายกฯ ทำหนังสือขอพระราชทานอภัยโทษ หลังลงภาพผิด,https://www.sanook.com/news/1077054/,4 ธ.ค. 54,"79,463",การเมือง_868.txt,การเมือง
พอกันที! กลุ่มต้านม็อบรวมตัวจุดเทียน หนุนเลือกตั้ง,https://www.sanook.com/news/1392999/,4 ม.ค. 57,"79,408",การเมือง_869.txt,การเมือง
ระทึก! สาวป่วยทางจิตบุกประชิด ณัฐวุฒิ บนเวทีปราศรัย,https://www.sanook.com/news/1127111/,29 มิ.ย. 55,"79,408",การเมือง_870.txt,การเมือง
แอน สิเรียม วาดลวดลายนางแบบ โพสชิคๆ ในชุดว่ายน้ำ,https://www.sanook.com/news/2065947/,13 ก.ย. 59,"79,381",การเมือง_871.txt,การเมือง
อ.จักษ์ พันธ์ชูเพชร นักวิชาการ 5 ปริญญา,https://www.sanook.com/news/1394184/,10 ม.ค. 57,"79,367",การเมือง_872.txt,การเมือง
ยิ่งลักษณ์ สวมฮิญาบขึ้นปราศรัยยะลา,https://www.sanook.com/news/1032918/,14 มิ.ย. 54,"79,242",การเมือง_873.txt,การเมือง
"""บิ๊กตู่"" ยัวะ! ถูกถามข่าวลือรัฐประหาร ไล่สื่อกลับบ้าน แล้วเดินออกจากโพเดียมทันที (คลิป)",https://www.sanook.com/news/8247850/,8 ก.ย. 63,"79,120",การเมือง_874.txt,การเมือง
ผล Exit Poll,https://www.sanook.com/news/1037756/,3 ก.ค. 54,"79,084",การเมือง_875.txt,การเมือง
อรุณ ภาวิไล โผล่เวทีแจ้งวัฒนะ ถูกการ์ดหิ้วออก,https://www.sanook.com/news/1471054/,14 ก.พ. 57,"79,050",การเมือง_876.txt,การเมือง
"นักวิชาการเกาหลี ยกเคส #แบนลูกหนัง เทียบ ""พักกึนฮเย"" ชี้ไอดอลอยู่ได้ด้วยแฟนคลับ",https://www.sanook.com/news/8485214/,7 ธ.ค. 64,"79,032",การเมือง_877.txt,การเมือง
"“กี้ร์ อริสมันต์”ยก“ฮุนเซน”เทียบพ่อบังเกิดเกล้า ""หนี้ชีวิต""ช่วยหนีตายปี 53",https://www.sanook.com/news/1393198/,5 ม.ค. 57,"78,945",การเมือง_878.txt,การเมือง
ชูวิทย์ แซว ยิ่งลักษณ์ เดินหมากผิดตาเดียว ล้มทั้งกระดาน,https://www.sanook.com/news/1307613/,8 พ.ย. 56,"78,907",การเมือง_879.txt,การเมือง
"""ปิยบุตร"" โพสต์อาลัยถึงเพื่อนร่วมอุดมการณ์ อดีต ส.ส.อนาคตใหม่ เสียชีวิตกะทันหัน",https://www.sanook.com/news/7825114/,5 ก.ค. 62,"78,796",การเมือง_880.txt,การเมือง
"เมื่อ ""จักรภพ เพ็ญแข"" เขียนไว้อาลัย ""สิงห์ สควีซ แอนิมอล""",https://www.sanook.com/news/1839526/,31 ก.ค. 58,"78,781",การเมือง_881.txt,การเมือง
วาทะเด็ด! ศึกซักฟอก 'ชูวิทย์' ปะทะ 'เฉลิม',https://www.sanook.com/news/1155667/,25 พ.ย. 55,"78,694",การเมือง_882.txt,การเมือง
ถอดถอนปารีณา! ชาวเน็ตแห่ลงชื่อปลด ส.ส.ราชบุรี เพราะไม่ได้มาตรฐานจริยธรรม,https://www.sanook.com/news/7852486/,1 ส.ค. 62,"78,581",การเมือง_883.txt,การเมือง
ทีมหาเสียงพรรคเพื่อไทย โดนคุณหญิงตบ ฉุนทำเสียงดัง,https://www.sanook.com/news/1025533/,25 พ.ค. 54,"78,577",การเมือง_884.txt,การเมือง
ทักษิณ โผล่ทานข้าวด้วยสีหน้าเคร่งเครียดกับสาวหน้าตาดีหลังแก้กรรมที่ประเทศพม่า,https://www.sanook.com/news/1481043/,20 ก.พ. 57,"78,567",การเมือง_885.txt,การเมือง
"หวิดวางมวยกลางสภา เปิดนาทีระทึก ""เต้ มงคลกิตติ์"" เดินปรี่เข้าหา ""สิระ""",https://www.sanook.com/news/8236050/,21 ส.ค. 63,"78,457",การเมือง_886.txt,การเมือง
เมื่อ “โอบามา” ผู้นำประเทศยิ่งใหญ่คับโลกเยือน สปป.ลาว,https://www.sanook.com/news/2065074/,12 ก.ย. 59,"78,265",การเมือง_887.txt,การเมือง
เสธ.แดง ผ่าตัดแล้วรอฟื้นตัวห้องปลอดเชื้อ,https://www.sanook.com/news/931676/,14 พ.ค. 53,"78,198",การเมือง_888.txt,การเมือง
"โปรดเกล้าฯ ""พล.ท.สรรเสริญ"" พ้นข้าราชการทหาร พร้อมแต่งตั้งตำแหน่งใหม่",https://www.sanook.com/news/7737574/,7 เม.ย. 62,"78,088",การเมือง_889.txt,การเมือง
ตร.ญี่ปุ่นรวบคำรณวิทย์ พกปืนคาสนามบินนาริตะ,https://www.sanook.com/news/1817427/,23 มิ.ย. 58,"78,055",การเมือง_890.txt,การเมือง
ทักษิณ เจอพันธมิตรฯ แอล.เอ.ขับไล่ เข้างานปราศรัยเสื้อแดงไม่ได้,https://www.sanook.com/news/1136067/,13 ส.ค. 55,"78,042",การเมือง_891.txt,การเมือง
ด่วน! เอ๋ ชนม์สวัสดิ์ โรคหัวใจกำเริบ หามเข้า รพ.ราชทัณฑ์,https://www.sanook.com/news/1929906/,12 ม.ค. 59,"77,997",การเมือง_892.txt,การเมือง
คลิปดร.เสรี ตอบผู้สื่อข่าวต่างประเทศ,https://www.sanook.com/news/1395231/,15 ม.ค. 57,"77,948",การเมือง_893.txt,การเมือง
ทหาร คสช. รวบตัว จาตุรนต์ ฉายแสง ต่อหน้าสื่อเทศ,https://www.sanook.com/news/1599697/,27 พ.ค. 57,"77,899",การเมือง_894.txt,การเมือง
#กูสั่งให้มึงเข้าสภา ชาวเน็ต จี้ ส.ส. ไปโหวตไม่ไว้วางใจ หลังสะพัดฝ่ายค้านลอยแพอนาคตใหม่,https://www.sanook.com/news/8042262/,28 ก.พ. 63,"77,886",การเมือง_895.txt,การเมือง
ปะทะเดือดดินแดง บาดเจ็บแล้ว 32 ราย การ์ดถูกกระสุนจริงสาหัส,https://www.sanook.com/news/1388012/,26 ธ.ค. 56,"77,860",การเมือง_896.txt,การเมือง
แม้ว เหยียบอเมริกา จับทันที!!,https://www.sanook.com/news/986900/,8 ธ.ค. 53,"77,700",การเมือง_897.txt,การเมือง
สะพัด ! ทอมดันดีผูกคอตายคาห้องขัง ด้าน ผบ.เรือนจำ แจงยังอยู่สบายดี,https://www.sanook.com/news/1644053/,6 ส.ค. 57,"77,694",การเมือง_898.txt,การเมือง
"พิมรี่พาย เผยผลกระทบทักษิณ ถูกปฏิเสธของบริจาค 200,000 ลั่นแค่อยากอยู่แบบปลอดภัย",https://www.sanook.com/news/8384142/,19 พ.ค. 64,"77,615",การเมือง_899.txt,การเมือง
สภาวุ่น! จตุพร สุเทพ ปะทะคารมปมสลายม็อบแดง,https://www.sanook.com/news/1100447/,24 ก.พ. 55,"77,499",การเมือง_900.txt,การเมือง
มาแล้ว! ฉายารัฐสภา 2554,https://www.sanook.com/news/1079040/,25 ธ.ค. 54,"77,177",การเมือง_901.txt,การเมือง
"เปิดตัว ""หมอบุ๋ม"" ผู้ช่วยโฆษก ศบค. ดีกรีนางสาวไทย ช่วยแถลงทุกเสาร์-อาทิตย์",https://www.sanook.com/news/8163978/,22 พ.ค. 63,"77,075",การเมือง_902.txt,การเมือง
"นปช.นครพนมฮือไล่ ""โจ นูโว"" ฉุนหมิ่นเสื้อแดง",https://www.sanook.com/news/1491931/,27 ก.พ. 57,"76,966",การเมือง_903.txt,การเมือง
ลือหึ่ง! โผ ครม.ประยุทธ์ 2/2 เสร็จแล้ว โละสี่กุมารทั้งแผง จับตาหัวหน้าทีมเศรษฐกิจคนใหม่,https://www.sanook.com/news/8186062/,15 มิ.ย. 63,"76,871",การเมือง_904.txt,การเมือง
สุขุมพันธ์ ฉุนขาด! อย่าดูถูกกู เพราะเป็นคนของประชาธิปัตย์,https://www.sanook.com/news/1169172/,9 ก.พ. 56,"76,860",การเมือง_905.txt,การเมือง
คลิปสภาเดือดปรอทแตก! เสรีพิศุทธ์ อภิปรายทำ ประยุทธ์ น็อตหลุดประกาศตัดพี่น้องกลางสภา,https://www.sanook.com/news/7846514/,25 ก.ค. 62,"76,835",การเมือง_906.txt,การเมือง
"""หลวงปู่พุทธะอิสระ"" ประกาศตัวเป็นแกนนำม็อบ",https://www.sanook.com/news/1334246/,29 พ.ย. 56,"76,825",การเมือง_907.txt,การเมือง
"นาที ""ด.ต.คงเพชร"" ถูกหามส่งรพ.สาหัส อ้างยิงป้องกันตัว",https://www.sanook.com/news/1431244/,29 ม.ค. 57,"76,781",การเมือง_908.txt,การเมือง
ยิ่งลักษณ์ แถลง เดินหน้าพ.ร.บ.นิรโทษกรรม,https://www.sanook.com/news/1299086/,5 พ.ย. 56,"76,754",การเมือง_909.txt,การเมือง
ปปช.ลุยสอบปลัดคค.รวยผิดปกติ,https://www.sanook.com/news/1072859/,18 พ.ย. 54,"76,747",การเมือง_910.txt,การเมือง
อัยการเลื่อนฟังคำสั่งคดีอภิสิทธิ์-สุเทพสั่งฆ่า,https://www.sanook.com/news/1205041/,26 ส.ค. 56,"76,744",การเมือง_911.txt,การเมือง
นกแอร์ กราบขออภัย 'ยิ่งลักษณ์' ปมกรุ๊ปแชทนักบิน,https://www.sanook.com/news/2010826/,12 มิ.ย. 59,"76,743",การเมือง_912.txt,การเมือง
"""ชูวิทย์"" เชื่อคดี ""แตงโม"" ไม่เกี่ยวกับงานเอนฯ แฉนักการเมือง ช. เป็นกุนซือให้แก๊งบนเรือ",https://www.sanook.com/news/8528170/,7 มี.ค. 65,"76,732",การเมือง_913.txt,การเมือง
"รู้จัก ""มะเร็งโคนลิ้น"" ภัยเงียบคร่า ""อ.โต้ง"" ไกรศักดิ์ ชุณหะวัณ อาจรู้ตัวเมื่อสายเกินไป",https://www.sanook.com/news/8185410/,14 มิ.ย. 63,"76,722",การเมือง_914.txt,การเมือง
"ด่วน!""น้องไปป์"" ลูกชายสุดรัก ""อดีตนายกฯปู"" ลาออกโรงเรียนไทย บินเรียนต่อตปท.แล้ว!",https://www.sanook.com/news/1661361/,4 ก.ย. 57,"76,587",การเมือง_915.txt,การเมือง
รมว.กลาโหมงัดหลักฐาน อภิสิทธิ์ หนีทหาร,https://www.sanook.com/news/1132704/,27 ก.ค. 55,"76,544",การเมือง_916.txt,การเมือง
คืบ!! ประชา เผยรู้คนบงการ ถูกขู่พ้นส.ส.โดนยิง,https://www.sanook.com/news/1021955/,11 พ.ค. 54,"76,543",การเมือง_917.txt,การเมือง
วิษณุ ลั่นสักวันจะรู้เอง ทำไม ครม. กล่าวถวายสัตย์ฯ ไม่พูดท่อนปฏิบัติตามรัฐธรรมนูญ,https://www.sanook.com/news/7852886/,1 ส.ค. 62,"76,500",การเมือง_918.txt,การเมือง
“ยิ่งลักษณ์” ขอเลื่อนมาศาลอ้างน้ำในหูไม่เท่ากัน ศาลออกหมายจับ,https://www.sanook.com/news/3267938/,25 ส.ค. 60,"76,455",การเมือง_919.txt,การเมือง
แม่ทัพภาค 1 ไม่พอใจ นสพ.ตัดต่อภาพ ผบ.ทบ.,https://www.sanook.com/news/1536845/,29 มี.ค. 57,"76,425",การเมือง_920.txt,การเมือง
"หมอธี เจ้าของวลีเด็ดตะโกน ""เสรีอุ้มผม"" ก้มกราบเท้า เสรีพิศุทธ์ ขอให้ถอนฟ้อง (มีคลิป)",https://www.sanook.com/news/8023210/,31 ม.ค. 63,"76,411",การเมือง_921.txt,การเมือง
ด่วน! นาที รัชกิจประการ ถูกศาลตัดสิทธิการเมือง 5 ปี จำคุก 1 เดือน รอลงอาญา 1 ปี,https://www.sanook.com/news/7829210/,9 ก.ค. 62,"76,388",การเมือง_922.txt,การเมือง
"ด่วน! ตำรวจบุกรวบ ""รุ้ง ปนัสยา"" ที่โรงแรม คุมตัวไปที่ ตชด.ภาค 1",https://www.sanook.com/news/8274418/,15 ต.ค. 63,"76,384",การเมือง_923.txt,การเมือง
มาตรา 116 คืออะไร หลังธนาธรโดนหมายเรียกสอบสวน อ้างเป็นภัยความมั่นคง,https://www.sanook.com/news/7733466/,3 เม.ย. 62,"76,340",การเมือง_924.txt,การเมือง
หวิดวางมวย คลิปชูวิทย์ ปะทะเดือด ผู้ชุมนุมที่ทำเนียบรัฐบาล,https://www.sanook.com/news/1352281/,3 ธ.ค. 56,"76,230",การเมือง_925.txt,การเมือง
โอ๊ค งานเข้าโพสต์IG พ่อแม้วกอดสาวที่ไหน??,https://www.sanook.com/news/1636117/,24 ก.ค. 57,"76,206",การเมือง_926.txt,การเมือง
ฮือฮา! ตำรวจขึ้นปราศรัย #ม็อบ18ตุลา เรียกร้องเพื่อนตำรวจยืนเคียงข้างประชาชน,https://www.sanook.com/news/8277834/,19 ต.ค. 63,"76,203",การเมือง_927.txt,การเมือง
"""สนธิ ลิ้มทองกุล"" เปิดใจครั้งแรกหลังพ้นคุก เรือนจำร้อนนรก นอนห้องแอร์แล้วไม่หลับ",https://www.sanook.com/news/7888074/,6 ก.ย. 62,"76,048",การเมือง_928.txt,การเมือง
รองผบช.น.เทียบภาพยัน ′ยิ่งลักษณ์′ รับมอบหนังสือสวดมนต์ในงานเพผาศพด.ต.ณรงค์ ไม่ใช่ให้เงิน,https://www.sanook.com/news/1393259/,6 ม.ค. 57,"76,003",การเมือง_929.txt,การเมือง
กี้ ขอมอบตัว หลังเพื่อไทยชนะถล่มทลาย,https://www.sanook.com/news/1038377/,5 ก.ค. 54,"75,916",การเมือง_930.txt,การเมือง
"""โกตี๋"" อ้างโดนทหารสั่งเก็บ ต้องหนีไปเขมร",https://www.sanook.com/news/1432456/,3 ก.พ. 57,"75,841",การเมือง_931.txt,การเมือง
คนสุรินทร์นัดเคลื่อนไหวไล่ 'จ่าประสิทธิ์' ออก ส.ส.,https://www.sanook.com/news/1157172/,3 ธ.ค. 55,"75,708",การเมือง_932.txt,การเมือง
ปาน พึ่งสุจริต รองเลขาพรรคมาตุภูมิ โดดสะพานพระราม9,https://www.sanook.com/news/1624721/,4 ก.ค. 57,"75,668",การเมือง_933.txt,การเมือง
สหรัฐออกแถลง นลินี ติดแบล็กลิสต์จริง,https://www.sanook.com/news/1092471/,20 ม.ค. 55,"75,609",การเมือง_934.txt,การเมือง
ยิ่งลักษณ์ น้ำตาคลอน้อยใจ ปัดพูดปชช.คิดเองของแพง,https://www.sanook.com/news/1116416/,7 พ.ค. 55,"75,491",การเมือง_935.txt,การเมือง
รพ.วชิระแถลงเสธ.แดงยังไม่ตอบสนอง,https://www.sanook.com/news/931781/,14 พ.ค. 53,"75,475",การเมือง_936.txt,การเมือง
"สาวไทยในเกาหลี ป่วยคล้ายโควิด-19 ไม่กล้าไปหาหมอเพราะเป็น ""ผีน้อย"" เหลือเงินแค่ 500",https://www.sanook.com/news/8041779/,27 ก.พ. 63,"75,398",การเมือง_937.txt,การเมือง
เปิดขุมกำลังรบ “รบ.-ศรส.-คนเสื้อแดง” VS “กปปส.”,https://www.sanook.com/news/1491528/,25 ก.พ. 57,"75,351",การเมือง_938.txt,การเมือง
ไทม์สยัน แม้ว สัมภาษณ์หมิ่นสถาบัน!!!,https://www.sanook.com/news/845254/,10 พ.ย. 52,"75,255",การเมือง_939.txt,การเมือง
อนุทินปล่อยโป๊ะ! โพสต์ยึดชาติ-ศาสนา-สถาบัน แต่ชาวเน็ตจับได้ แอบเพิ่มประชาชนทีหลัง,https://www.sanook.com/news/7771970/,15 พ.ค. 62,"75,146",การเมือง_940.txt,การเมือง
ทักษิณ แถลงยังหนุนแดง,https://www.sanook.com/news/934167/,21 พ.ค. 53,"75,146",การเมือง_941.txt,การเมือง
"""ไม่เดินหาเสียง ไม่ติดป้าย ไม่หวังผล!"" มาดูว่า สวรรค์บัญชา ให้ ""คุณธรณี"" ได้กี่เสียง?",https://www.sanook.com/news/1172307/,3 มี.ค. 56,"75,109",การเมือง_942.txt,การเมือง
"สำนักนายกฯ โต้! ""ยิ่งลักษณ์"" กินข้าวหรูมื้อละ 2 แสน",https://www.sanook.com/news/1205388/,28 ส.ค. 56,"75,079",การเมือง_943.txt,การเมือง
นายกฯ ยันเดินหน้า พ.ร.บ.นิรโทษหวังปรองดองขอม็อบสงบ,https://www.sanook.com/news/1298909/,4 พ.ย. 56,"74,992",การเมือง_944.txt,การเมือง
ปารีณา เต้นลง TikTok ลั่นดีใจสุดๆ แม่ธนาธรโดนยึดที่ดิน (มีคลิป),https://www.sanook.com/news/8333202/,8 ม.ค. 64,"74,948",การเมือง_945.txt,การเมือง
คสช.สั่งโยก อดุลย์-ธาริต เข้ากรุ ชัชวาล นั่งอธิบดี DSI,https://www.sanook.com/news/1598013/,24 พ.ค. 57,"74,917",การเมือง_946.txt,การเมือง
ประกาศคณะรักษาความสงบแห่งชาติ ฉบับที่ 1/2557,https://www.sanook.com/news/1596581/,22 พ.ค. 57,"74,914",การเมือง_947.txt,การเมือง
"""บิ๊กแดง"" ยกเว้นให้ นายกฯ และคณะ ไม่ต้องคืนบ้านหลวง เพราะทำประโยชน์ให้ประเทศชาติ",https://www.sanook.com/news/8031998/,13 ก.พ. 63,"74,875",การเมือง_948.txt,การเมือง
"""ยิ่งลักษณ์"" เก็บตัวเงียบ หลังโผล่ช้อปปิ้งแล้วถูกด่ายับ",https://www.sanook.com/news/1392008/,28 ธ.ค. 56,"74,864",การเมือง_949.txt,การเมือง
"ทักษิณ ถอยไป !!! ลุงยิ้ม ตาสว่าง มาแล้ว ""ลุงเสื้อแดง""ผู้ทำให้อภิสิทธิ์ ป๊อด !!!",https://www.sanook.com/news/1579551/,23 เม.ย. 57,"74,826",การเมือง_950.txt,การเมือง
"แชร์สนั่น! ภาพ ""ตั้ง อาชีวะ"" ได้วีซ่าถาวรนิวซีแลนด์",https://www.sanook.com/news/1711897/,8 ธ.ค. 57,"74,816",การเมือง_951.txt,การเมือง
ICTแถลงมั่นใจมือแฮกทวิตนายกยังอยู่ไทย,https://www.sanook.com/news/1059989/,3 ต.ค. 54,"74,758",การเมือง_952.txt,การเมือง
"""ทักษิณ"" แจ้งข่าวดีรับวันเกิดอายุครบ 71 ปี ""อุ๊งอิ๊งค์ แพทองธาร"" ท้องแล้ว",https://www.sanook.com/news/8216738/,26 ก.ค. 63,"74,732",การเมือง_953.txt,การเมือง
"""สิระ"" เตรียมขน 8 ส.ส. ลงตรวจที่ดิน ""อดีตตำรวจชั้นผู้ใหญ่"" ใหญ่แค่ไหนก็ติดคุกได้",https://www.sanook.com/news/7868610/,18 ส.ค. 62,"74,718",การเมือง_954.txt,การเมือง
"ลือสนั่น! ""คำรณวิทย์"" ยื่นใบลาออก ผบ.ตร.ยังไม่อนุมัติ",https://www.sanook.com/news/1393870/,9 ม.ค. 57,"74,682",การเมือง_955.txt,การเมือง
หลวงปู่เอื้อมทำนายอภิสิทธิ์นั่งนายกฯอีกครั้ง,https://www.sanook.com/news/1142724/,17 ก.ย. 55,"74,667",การเมือง_956.txt,การเมือง
"อดีตนักวิชาการดังปูด สูตรตั้งรัฐบาลจบแล้วในค่ายทหาร ""ประชาธิปัตย์-ภูมิใจไทย"" พร้อมร่วม",https://www.sanook.com/news/7724519/,26 มี.ค. 62,"74,658",การเมือง_957.txt,การเมือง
รบ.ซัดสื่อนอกไร้สาระ แพร่ข่าว โอบามา ยิ่งลักษณ์ ในเชิงชู้สาว,https://www.sanook.com/news/1154928/,22 พ.ย. 55,"74,630",การเมือง_958.txt,การเมือง
กรณ์ จาติกวนิช ยืนยันลาออก กก.บห.พรรคประชาธิปัตย์ พร้อม 3 รองหัวหน้า,https://www.sanook.com/news/1294678/,30 ต.ค. 56,"74,591",การเมือง_959.txt,การเมือง
พี่เวียร์ มีมุมมุ้งมิ้ง ทำ เบลล่า ตกใจ!! โผล่เซอร์ไพรส์ริมทะเล,https://www.sanook.com/news/2068086/,16 ก.ย. 59,"74,555",การเมือง_960.txt,การเมือง
ปุระชัยแนะเผยข้อมูล พ.ร.ฎ.อภัยโทษ,https://www.sanook.com/news/1072577/,17 พ.ย. 54,"74,530",การเมือง_961.txt,การเมือง
หม่อมปลื้ม จัดหนัก สมจิตต์ ไม่เคยเกรงใจนักข่าวคนอื่น,https://www.sanook.com/news/1154815/,21 พ.ย. 55,"74,513",การเมือง_962.txt,การเมือง
สวยงาม นายกฯ ยิ่งลักษณ์ สวมชุดฮันบก,https://www.sanook.com/news/1107576/,26 มี.ค. 55,"74,418",การเมือง_963.txt,การเมือง
ภาษีรถคันแรกให้กระบะ-อีโคคาร์ ไม่เกิน 1ล.,https://www.sanook.com/news/1051756/,30 ส.ค. 54,"74,373",การเมือง_964.txt,การเมือง
เปิดประวัติ ศรัณย์วุฒิ ศรัณย์เกตุ ส.ส.อุตรดิตถ์ ดาวสภาอภิปรายนโยบายรัฐบาลวันแรก,https://www.sanook.com/news/7846450/,25 ก.ค. 62,"74,353",การเมือง_965.txt,การเมือง
"""อุ๊งอิ๊ง""ขึ้นเครื่องบินไปเชียงใหม่-ไม่กังวลขู่สาดกาแฟ",https://www.sanook.com/news/1156802/,1 ธ.ค. 55,"74,285",การเมือง_966.txt,การเมือง
แม็กกี้ อาภา ขอบคุณทุกคนที่ช่วยตอนเป็นลม ขณะร่วมร้องเพลงสรรเสริญฯ,https://www.sanook.com/news/2088778/,23 ต.ค. 59,"74,278",การเมือง_967.txt,การเมือง
"""มิ้น สวรรยา"" โพสต์บอก ""บุญยอด"" อย่าเชื่อข่าวมั่ว!",https://www.sanook.com/news/1204709/,24 ส.ค. 56,"74,232",การเมือง_968.txt,การเมือง
"ศาลสั่งพิทักษ์ทรัพย์เด็ดขาด ""กร ทัพพะรังสี"" อดีตนักการเมืองดัง",https://www.sanook.com/news/7913926/,2 ต.ค. 62,"74,227",การเมือง_969.txt,การเมือง
เหลิม ลาออก-ของขึ้นด่า เจ๊หน่อย ยับ,https://www.sanook.com/news/895394/,3 ก.พ. 53,"74,185",การเมือง_970.txt,การเมือง
หมวดเจี๊ยบ เผยนาทีถูกการ์ด กปปส.กระชากตัวจิกหัว,https://www.sanook.com/news/1491803/,26 ก.พ. 57,"74,076",การเมือง_971.txt,การเมือง
ทักษิณ แถลง! ข้อเรียกร้อง 4 ข้อ,https://www.sanook.com/news/931869/,14 พ.ค. 53,"73,966",การเมือง_972.txt,การเมือง
"จัดเต็มเพื่อคอหวย ""ลุงตู่"" เยือนโคราช มีทั้งทะเบียนรถนายกฯ - สามล้อปั่น",https://www.sanook.com/news/7709854/,13 มี.ค. 62,"73,859",การเมือง_973.txt,การเมือง
อภิสิทธิ์ ยื่นหนังสือแนะ นายกฯ แก้น้ำท่วม,https://www.sanook.com/news/1062123/,11 ต.ค. 54,"73,814",การเมือง_974.txt,การเมือง
ด่วน! มติ ศบค.ไฟเขียวดื่มเหล้าเบียร์ในร้านที่ กทม.-ภูเก็ต-กระบี่-พังงา เริ่ม 1 พ.ย.,https://www.sanook.com/news/8465726/,29 ต.ค. 64,"73,783",การเมือง_975.txt,การเมือง
สถานะ โรส ฉัตรวดี ยังสัญชาติไทย จ่อถอนพาสปอร์ต,https://www.sanook.com/news/1616981/,22 มิ.ย. 57,"73,680",การเมือง_976.txt,การเมือง
ศาลฎีกาสั่ง บริษัทประกันชดใช้ร่วม 100 ล้าน คดีเผากรุงปี 53 ไม่ใช่เหตุก่อการร้าย,https://www.sanook.com/news/7758990/,2 พ.ค. 62,"73,583",การเมือง_977.txt,การเมือง
ณัฏฐพล ทีปสุวรรณ เผยเหตุผลเป่านกหวีดไล่ พจมาน,https://www.sanook.com/news/1491925/,27 ก.พ. 57,"73,559",การเมือง_978.txt,การเมือง
ธิดา เตือนสติ ยิ่งลักษณ์ รัฐบาลมีอำนาจเพราะแดง,https://www.sanook.com/news/1046840/,11 ส.ค. 54,"73,519",การเมือง_979.txt,การเมือง
"เจ้าสัวบุญชัย ไม่ได้เป็นนายทุนให้ ""ส."" ล้มรัฐบาล",https://www.sanook.com/news/1189901/,6 มิ.ย. 56,"73,452",การเมือง_980.txt,การเมือง
อริสมันต์ บวชแล้วได้ฉายา ฐิตะมันโต,https://www.sanook.com/news/1092257/,19 ม.ค. 55,"73,419",การเมือง_981.txt,การเมือง
"ฟันธง ""มาครงเมืองไทย"" ชวดแจ้งเกิด",https://www.sanook.com/news/5723130/,18 มี.ค. 61,"73,407",การเมือง_982.txt,การเมือง
จำคุก ดา ตอร์บิโด 18ปีฐานหมิ่นสถาบัน,https://www.sanook.com/news/819451/,28 ส.ค. 52,"73,389",การเมือง_983.txt,การเมือง
"บัวแก้ว เชิญอุปทูตนิวซีเเลนด์ แจงสถานะ ""ตั้ง อาชีวะ""",https://www.sanook.com/news/1726201/,6 ม.ค. 58,"73,347",การเมือง_984.txt,การเมือง
โด่ง อรรถชัย ซัด ดารากปปส. อยู่ในสังคมหมาพุดเดิ้ล,https://www.sanook.com/news/1500713/,3 มี.ค. 57,"73,342",การเมือง_985.txt,การเมือง
“เสรี วงษ์มณฑา”เล่าเบื้องหลัง มอบตัวดีเอสไอในสนามบินคดีกบฏ,https://www.sanook.com/news/1596465/,22 พ.ค. 57,"73,320",การเมือง_986.txt,การเมือง
อภิสิทธิ์ ทยอยเก็บของออกจากทำเนียบรัฐบาล,https://www.sanook.com/news/1038780/,7 ก.ค. 54,"73,275",การเมือง_987.txt,การเมือง
จะพลาดได้ไง! แห่ส่องทะเบียนเลขสวย รถนายกฯ ลงพื้นที่ ครม.สัญจร จังหวัดกระบี่,https://www.sanook.com/news/8473738/,15 พ.ย. 64,"73,263",การเมือง_988.txt,การเมือง
ล็อก ลูกนัท ขวางตร.ล้อมคอนโดจับ สาธิต เซกัล,https://www.sanook.com/news/1595256/,16 พ.ค. 57,"73,257",การเมือง_989.txt,การเมือง
"เปิดใจ ""พระอภินิติโก"" หรือ นิติภูมิ นวรัตน์ หลัง คสช. เรียกรายงานตัว",https://www.sanook.com/news/1602613/,31 พ.ค. 57,"73,130",การเมือง_990.txt,การเมือง
“บุญเอื้อ ประเสริฐสุวรรณ” อดีตประธานรัฐสภา ถึงแก่อนิจกรรม,https://www.sanook.com/news/2082982/,13 ต.ค. 59,"73,084",การเมือง_991.txt,การเมือง
"อัยการสูงสุด เอาจริง! มีหนังสือถึงนิวซีแลนด์ ขอส่ง ""ตั้ง อาชีวะ"" รับโทษ ม.112",https://www.sanook.com/news/1813275/,16 มิ.ย. 58,"73,064",การเมือง_992.txt,การเมือง
“อี้ แทนคุณ” แจงภาพหลุดสนิทสนม “บก.ลายจุด” ย้ำ จุดยืนเหมือนเดิม,https://www.sanook.com/news/1826231/,8 ก.ค. 58,"73,061",การเมือง_993.txt,การเมือง
"ไลน์หลุด! สนทนาลับ ""เปิ้ล กริชสุดา"" พูดใส่ร้ายทหาร",https://www.sanook.com/news/1644405/,7 ส.ค. 57,"73,049",การเมือง_994.txt,การเมือง
"มือดีขึ้นป้ายต่อต้านกปปส. ""หยุดสุเทพปิดกรุงเทพ ประเทศพังพินาศ""",https://www.sanook.com/news/1394149/,10 ม.ค. 57,"73,046",การเมือง_995.txt,การเมือง
ด่วนที่สุด! ปลัดมหาดไทยสั่งผู้ว่าฯ ทุกจังหวัด เตรียมพร้อมยกระดับสู้ศึกโควิด-19,https://www.sanook.com/news/8072706/,5 เม.ย. 63,"73,038",การเมือง_996.txt,การเมือง
